BottleName,Price,Description,Link
"Carnivor Zinfandel 2017, California","

£9.99                        ","True to its name, Carnivor Zinfandel is a luscious, intense red with bold blackberry and dark cherry fruit.","/wines/carnivor-zinfandel-18975,/wines/carnivor-zinfandel-18975,/wines/carnivor-zinfandel-18975#reviews,/wines/carnivor-zinfandel-18975"
"Sterling 'Vintner's Collection' Cabernet Sauvignon 2017, California","

£7.99                        ","In the present day, the winery sources the ripest grapes from the Central Coast of California to make this Cabernet Sauvignon, which spends six months in oak. It's full-bodied with notes of blackberry, caramel and mocha.","/wines/sterling-vintners-col-cab-s-18983,/wines/sterling-vintners-col-cab-s-18983,/wines/sterling-vintners-col-cab-s-18983#reviews,/wines/sterling-vintners-col-cab-s-18983"
"Álvaro Palacios 'Finca Dofí' 2017, Priorat","

£65.00                        ",,"/wines/palacios-finca-dofi-priorat-14767,/wines/palacios-finca-dofi-priorat-14767,/wines/palacios-finca-dofi-priorat-14767#reviews,/wines/palacios-finca-dofi-priorat-14767"
"Pintia 2016, Toro","

£49.99                        ","Vega Sicilia is the most prestigious winery in Ribera del Duero. This is a full-bodied and intense wine, with hints of black fruit, spice and cedar.","/wines/pintia-2016-14768,/wines/pintia-2016-14768,/wines/pintia-2016-14768"
"Tasmanian Vintners ‘Anon’ Pinot Noir 2016, Tasmania","

£12.99                        ","Tasmania produces less than 1% of Australian wine. And when you discover a Pinot like this, you win big.","/wines/anon-tasmania-pinot-noir-59204,/wines/anon-tasmania-pinot-noir-59204,/wines/anon-tasmania-pinot-noir-59204#reviews,/wines/anon-tasmania-pinot-noir-59204"
"Duluc de Branaire-Ducru 2014, Saint-Julien","

£29.99                        ",This is the second wine of Château Branaire-Ducru. But it's no second best.,"/wines/duluc-de-branaire-ducru-61233,/wines/duluc-de-branaire-ducru-61233,/wines/duluc-de-branaire-ducru-61233#reviews,/wines/duluc-de-branaire-ducru-61233"
"Grant Burge 'Corryton Park' Cabernet 2018, Australia","

£19.99                        ","A heavenly nose of cassis, plum and graphite mark this out as a classic Barossa Cabernet. Structured and complex, deep and intense. ","/wines/grant-burge-corryton-park-cabernet-sauvignon-59213,/wines/grant-burge-corryton-park-cabernet-sauvignon-59213,/wines/grant-burge-corryton-park-cabernet-sauvignon-59213#reviews,/wines/grant-burge-corryton-park-cabernet-sauvignon-59213"
"Bouchard Père & Fils Volnay Premier Cru 2017, Les Caillerets","

£84.99                        ","Fruity, spicy and exceptionally well balanced Volnay Premier Cru from one of Burgundy's oldest estates.","/wines/domaine-bouchard-volnay-1er-cru-63065,/wines/domaine-bouchard-volnay-1er-cru-63065,/wines/domaine-bouchard-volnay-1er-cru-63065"
"Castello Fonterutoli 'Philip' Cabernet 2017/18, Tuscany","

£39.99                        ",Rich and powerful. This wine is the brilliant sum of 24 generations of winemaking.,"/wines/mazzei-fonterutoli-toscana-13941,/wines/mazzei-fonterutoli-toscana-13941,/wines/mazzei-fonterutoli-toscana-13941#reviews,/wines/mazzei-fonterutoli-toscana-13941"
"Kangarilla Road 'Devil's Whiskers' Single Vineyard Shiraz, McLaren Vale","

£14.99                        ","Dark, perfumed and powerful McLaren Vale Shiraz. The very best work of the award-winning winemaker at Kangarilla Road, Kevin O'Brien. ","/wines/kangarilla-devil-shiraz-2018-59218,/wines/kangarilla-devil-shiraz-2018-59218,/wines/kangarilla-devil-shiraz-2018-59218#reviews,/wines/kangarilla-devil-shiraz-2018-59218"
Remi Seguin Gevrey-Chambertin Premier Cru 2016,"

£49.99                        ",A complex and harmonious premier cru Gevrey-Chambertin. First-class red Burgundy. ,"/wines/r-seguin-gevrey-chambertin-1er-cru-63075,/wines/r-seguin-gevrey-chambertin-1er-cru-63075,/wines/r-seguin-gevrey-chambertin-1er-cru-63075#reviews,/wines/r-seguin-gevrey-chambertin-1er-cru-63075"
"Ridge Geyserville Zinfandel 2018/19, Alexander Valley","

£41.99                        ",A wine that truly represents the vineyard's character.,"/wines/ridge-geyserville-zin-18736,/wines/ridge-geyserville-zin-18736,/wines/ridge-geyserville-zin-18736#reviews,/wines/ridge-geyserville-zin-18736"
"Château Caronne Sainte-Gemme 2014 Magnum, Haut-Médoc","

£22.99                        ","Brimming with the classic Cabernet bouquet, developing soft supple fruits as the wine ages with a firm structure and acidity. Decant before serving.","/wines/ch-caronne-st-gemme-mag-01156,/wines/ch-caronne-st-gemme-mag-01156,/wines/ch-caronne-st-gemme-mag-01156#reviews,/wines/ch-caronne-st-gemme-mag-01156"
"Radford Dale 'Freedom' Pinot Noir 2018/19, Elgin","

£21.99                        ","A fruity, textured and long South African Pinot Noir that's a big hit with the critics.","/wines/radford-dale-pinot-noir-20414,/wines/radford-dale-pinot-noir-20414,/wines/radford-dale-pinot-noir-20414#reviews,/wines/radford-dale-pinot-noir-20414"
Bouchard Père & Fils 'Les Lavières' Savigny-lès-Beaune Premier Cru 2014,"

£34.99                        ",A fruit-forward and sophisticated red from one of Burgundy's oldest estates. ,"/wines/domaine-bouchard-savigny-1er-cru-63036,/wines/domaine-bouchard-savigny-1er-cru-63036,/wines/domaine-bouchard-savigny-1er-cru-63036#reviews,/wines/domaine-bouchard-savigny-1er-cru-63036"
"Fontodi Flaccinaello 2018, Tuscany","

£109.99                        ","It's rich and full, with flavours of dark cherries, violets and plum, and a hint of spice. Decant for at least an hour before serving with a ribeye steak now or cellar for up to 30 years. ","/wines/fontodi-flaccianello-della-pieve-13779,/wines/fontodi-flaccianello-della-pieve-13779,/wines/fontodi-flaccianello-della-pieve-13779"
"Vega Sicilia 'Único' 2011, Ribera del Duero","

£382.50                        ",A fantastic Ribera del Duero red from Spain's leading winery.,"/wines/vega-sicilia-unico-2011-14786,/wines/vega-sicilia-unico-2011-14786,/wines/vega-sicilia-unico-2011-14786#reviews,/wines/vega-sicilia-unico-2011-14786"
"Vega Sicilia 'Valbuena', Ribera del Duero","

£139.50                        ",A velvety and opulent blend of Tempranillo and Merlot from Spain's leading winery.,"/wines/vega-sicilia-valbuena-2016-14792,/wines/vega-sicilia-valbuena-2016-14792,/wines/vega-sicilia-valbuena-2016-14792#reviews,/wines/vega-sicilia-valbuena-2016-14792"
"David Finlayson 'The Pepper Pot' 2018, South Africa","

£7.99                        ","A fresh, fruity and spicy red blend with notes of black fruits and pepper. Try it with pizza and a rocket salad. ","/wines/david-finlayson-pepper-pot-20442,/wines/david-finlayson-pepper-pot-20442,/wines/david-finlayson-pepper-pot-20442#reviews,/wines/david-finlayson-pepper-pot-20442"
"Louis Martini Cabernet Sauvignon 2017, Napa Valley","

£31.99                        ","This is a savoury and full-bodied wine, with flavours of black plum, blackcurrant and vanilla that are great with red meat and rosemary potatoes.","/wines/louis-martini-napa-cab-sauv-18995,/wines/louis-martini-napa-cab-sauv-18995,/wines/louis-martini-napa-cab-sauv-18995#reviews,/wines/louis-martini-napa-cab-sauv-18995"
La Rioja Alta 'Finca Martelo' Rioja Reserva 2014,"

£14.99                        ",A Reserva only produced in perfect vintages by one of Rioja's star names. ,"/wines/finca-martelo-rioja-reserva-14795,/wines/finca-martelo-rioja-reserva-14795,/wines/finca-martelo-rioja-reserva-14795#reviews,/wines/finca-martelo-rioja-reserva-14795"
"Château Le Gay 2014, Pomerol","

£92.99                        ","There's a real depth to these savoury notes of black plum, blackcurrant and spice. Serve with sirloin and porcini mushrooms.","/wines/chateau-le-gay-pomerol-2014-61282,/wines/chateau-le-gay-pomerol-2014-61282,/wines/chateau-le-gay-pomerol-2014-61282"
"Baron Herzog Zinfandel 2019, California","

£14.99                        ","Discover rich and juicy notes of blackberry, fig, vanilla and spice. Try pairing it with grilled blue-cheese burgers.","/wines/baron-herzog-zinfandel-58003,/wines/baron-herzog-zinfandel-58003,/wines/baron-herzog-zinfandel-58003#reviews,/wines/baron-herzog-zinfandel-58003"
"Sons of Eden 'Marschall' Shiraz 2017, Barossa Valley","

£14.99                        ","A fresh, vibrant Shiraz with notes of blackberry, red liquorice, plum and spice. Great with lamb.","/wines/sons-of-eden-marschall-shiraz-59232,/wines/sons-of-eden-marschall-shiraz-59232,/wines/sons-of-eden-marschall-shiraz-59232#reviews,/wines/sons-of-eden-marschall-shiraz-59232"
Heredad Pangua Sodupe 'Sodupe' Rioja Crianza 2016,"

£11.99                        ","Discover complex notes of chocolate, coffee and caramel, with a hint of vanilla from classic oak ageing. There's nothing better to go with tapas.","/wines/sodupe-rioja-crianza-2016-14806,/wines/sodupe-rioja-crianza-2016-14806,/wines/sodupe-rioja-crianza-2016-14806#reviews,/wines/sodupe-rioja-crianza-2016-14806"
"Penfolds 'St Henri' Shiraz 2016, South Australia","

£85.00                        ","Concentrated and rich, with flavours of black cherry, blackberry, damson, chocolate, coffee, pepper and vanilla. Drink now with lamb or cellar until 2055.    ","/wines/penfolds-st-henri-2016-59241,/wines/penfolds-st-henri-2016-59241,/wines/penfolds-st-henri-2016-59241"
"Château Lagrave-Aubert 2012, Castillon Côtes de Bordeaux","

£10.99                        ","Expect flavours of blackberry, red plum, cedar and earth. Its maturity makes for melted tannins which are a treat with a roast dinner.","/wines/chateau-lagrave-aubert-61294,/wines/chateau-lagrave-aubert-61294,/wines/chateau-lagrave-aubert-61294#reviews,/wines/chateau-lagrave-aubert-61294"
"Chateau Montelena Zinfandel 2015, Calistoga","

£37.00                        ","It's rich, ripe and full of black fruits. Think blackberry, cocoa, cinnamon, clove and tobacco. Try it with a beef burger or cellar for 10 years. ","/wines/montelena-calistoga-zin-58005,/wines/montelena-calistoga-zin-58005,/wines/montelena-calistoga-zin-58005"
"Louis M. Martini 'Monte Rosso Vineyard Gnarly Vine' Zinfandel 2016, Sonoma","

£52.99                        ","It has intense flavours of blackberry, blackcurrant, molasses and vanilla. Try it with grilled red meats.  ","/wines/louis-martini-monte-rosso-zin-18997,/wines/louis-martini-monte-rosso-zin-18997,/wines/louis-martini-monte-rosso-zin-18997#reviews,/wines/louis-martini-monte-rosso-zin-18997"
Red Burgundy Reserve Côte d'Or 2016 Labouré-Roi,"

£6.99                        ","Light in weight, with a juicy summer-fruit character, where bright flavours of raspberry and strawberry abound. Try with ham.","/wines/cot-bourguignons-laboure-roi-03441,/wines/cot-bourguignons-laboure-roi-03441,/wines/cot-bourguignons-laboure-roi-03441#reviews,/wines/cot-bourguignons-laboure-roi-03441"
Petit Perdigal Rouge 2018,"

£5.99                        ","This declassified Côtes du Rhône blend is everything you'd want at a snip. Packed with red fruits, spice and that all-important dusting of pepper, it's a delicious rule-breaker. ","/wines/petit-perdigal-rouge-2018-06064,/wines/petit-perdigal-rouge-2018-06064,/wines/petit-perdigal-rouge-2018-06064#reviews,/wines/petit-perdigal-rouge-2018-06064"
"Ornellaia 'Le Serre Nuove dell'Ornellaia' 2018, Bolgheri","

£44.99                        ","Aromatic and complex with an excellent depth of flavour. A true Super Tuscan from one of Italy's most in-demand wineries, Ornellaia.","/wines/la-serre-nuove-dellornellaia-13433,/wines/la-serre-nuove-dellornellaia-13433,/wines/la-serre-nuove-dellornellaia-13433#reviews,/wines/la-serre-nuove-dellornellaia-13433"
Bresco Merlot,"

£4.99                        ",Plush and soft Merlot with an excellent texture and hints of vanilla.,"/wines/bresco-merlot-13484,/wines/bresco-merlot-13484,/wines/bresco-merlot-13484#reviews,/wines/bresco-merlot-13484"
"Fitou by Mademoiselle Jones 2019, France","

£12.99                        ","Eighty percent of Fitou wine is made by giant wineries. They'd shun Katie Jones' small vineyard, but for her boutique range of wines, these tiny patches of vines are ideal.","/wines/fitou-by-mlle-jones-09017,/wines/fitou-by-mlle-jones-09017,/wines/fitou-by-mlle-jones-09017#reviews,/wines/fitou-by-mlle-jones-09017"
Marques de Tertiaro Gran Reservado 2013,"

£5.99                        ",This fabulous wine provides wines of similar quality to its more famous neighbour at a fraction of the price,"/wines/marques-de-tertiaro-gran-reservado-14600,/wines/marques-de-tertiaro-gran-reservado-14600,/wines/marques-de-tertiaro-gran-reservado-14600#reviews,/wines/marques-de-tertiaro-gran-reservado-14600"
Montes Lagares Joven Tempranillo,"

£5.99                        ",,"/wines/montes-lagares-joven-tempranillo-14619,/wines/montes-lagares-joven-tempranillo-14619,/wines/montes-lagares-joven-tempranillo-14619"
"Pleiades XXIII Old Vines Sean Thackrey, Bolinas","

£34.20                        ",Dark brick red in colour revealing perfumed aromas of blackberry and strawberry fruits combined with ripe black cherry fruits on the palate. Smooth and enticing with a sheer elegance throughout!,"/wines/sean-thackery-pleiades-18703,/wines/sean-thackery-pleiades-18703,/wines/sean-thackery-pleiades-18703#reviews,/wines/sean-thackery-pleiades-18703"
The Astronomer Shiraz 2017 De Bortoli,"

£5.49                        ","This wine displays classic notes of Blackcurrant, Bramble and white pepper","/wines/the-astronomer-shiraz-19182,/wines/the-astronomer-shiraz-19182,/wines/the-astronomer-shiraz-19182#reviews,/wines/the-astronomer-shiraz-19182"
"Wolf Blass Yellow Label Cabernet Sauvignon 2019, South Australia","

£6.99                        ","An excellent concentration of blackcurrant fruit flavours, smooth, yet solid tannins and a hint of peppermint on the lingering finish. Partner this with roast lamb or a rich lasagne.","/wines/wolf-blass-yellow-label-cabernet-sauvignon-19408,/wines/wolf-blass-yellow-label-cabernet-sauvignon-19408,/wines/wolf-blass-yellow-label-cabernet-sauvignon-19408#reviews,/wines/wolf-blass-yellow-label-cabernet-sauvignon-19408"
"Viñalba Fifty 50 Malbec-Cabernet Sauvignon 2017, Uco Valley","

£11.69                        ","Typically intense and vibrant, full of inky violet colour, with a juicy damson and blackcurrant backbone characterising both nose and palate.","/wines/vinalba-50-50-malbec-cab-40136,/wines/vinalba-50-50-malbec-cab-40136,/wines/vinalba-50-50-malbec-cab-40136#reviews,/wines/vinalba-50-50-malbec-cab-40136"
